Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Spencer Dinwiddie,PG,30,BRK,12,12,28.4,3.9,9.4,0.416,2.3,5.9,0.38,1.7,3.5,0.476,0.535,2.2,3.2,0.684,0.3,3.2,3.5,5.3,0.3,0.2,1.4,1.4,12.3
Donte DiVincenzo,SG,27,NYK,14,2,21.0,3.1,7.5,0.419,1.9,5.1,0.38,1.2,2.4,0.5,0.548,0.6,1.0,0.643,1.0,2.1,3.1,2.0,1.0,0.4,1.1,1.6,8.9
Luka Dončić,PG,24,DAL,14,14,34.6,10.4,20.9,0.5,4.1,9.6,0.422,6.4,11.2,0.567,0.598,5.6,7.6,0.745,0.7,7.3,8.0,8.1,1.1,0.4,4.1,1.6,30.6
Luguentz Dort,SF,24,OKC,14,14,28.6,3.8,7.9,0.477,2.0,4.4,0.459,1.8,3.6,0.5,0.604,2.1,2.6,0.811,1.1,3.1,4.2,1.1,1.1,0.9,0.9,2.6,11.7
Ayo Dosunmu,SG,24,CHI,13,0,14.8,1.8,3.9,0.471,0.7,1.8,0.375,1.2,2.1,0.556,0.559,0.7,0.8,0.9,0.5,1.0,1.5,1.2,0.4,0.1,0.5,1.2,5.1
Andre Drummond,C,30,CHI,15,0,13.8,2.5,4.5,0.559,0.0,0.1,0.0,2.5,4.5,0.567,0.559,1.1,1.7,0.64,2.5,3.7,6.2,0.7,1.3,0.3,1.1,1.5,6.1
Chris Duarte,SF,26,SAC,13,1,14.5,1.6,4.2,0.382,0.9,2.6,0.353,0.7,1.6,0.429,0.491,0.6,0.8,0.727,0.1,1.8,1.9,1.1,0.7,0.1,0.6,2.7,4.8
Kris Dunn,PG,29,UTA,10,0,10.3,1.3,3.2,0.406,0.3,0.8,0.375,1.0,2.4,0.417,0.453,0.4,0.6,0.667,0.3,1.5,1.8,2.0,0.5,0.0,1.1,1.3,3.3
Kevin Durant,PF,35,PHO,13,13,37.2,10.8,20.5,0.528,2.3,4.7,0.492,8.5,15.8,0.539,0.584,7.4,8.5,0.873,0.4,6.8,7.2,5.5,0.8,1.2,3.9,1.7,31.4
Jalen Duren,C,20,DET,8,8,28.9,5.8,9.3,0.622,0.0,0.1,0.0,5.8,9.1,0.63,0.622,1.1,1.5,0.75,3.5,7.1,10.6,3.1,0.6,1.1,2.8,3.5,12.6
Tari Eason,PF,22,HOU,5,0,17.2,3.0,6.6,0.455,0.6,1.8,0.333,2.4,4.8,0.5,0.5,0.0,0.4,0.0,1.6,4.6,6.2,0.8,0.4,1.2,0.6,2.0,6.6
Anthony Edwards,SG,22,MIN,13,13,35.3,9.5,20.4,0.464,2.5,6.6,0.372,7.0,13.8,0.508,0.525,4.4,5.2,0.838,0.8,5.1,5.9,5.1,1.4,0.3,3.5,1.8,25.8
Kessler Edwards,SF,23,SAC,10,0,6.0,0.2,1.1,0.182,0.2,0.8,0.25,0.0,0.3,0.0,0.273,0.1,0.2,0.5,0.1,0.9,1.0,0.4,0.1,0.2,0.1,0.7,0.7
Keon Ellis,SG,24,SAC,9,2,12.1,1.1,2.9,0.385,0.6,2.2,0.25,0.6,0.7,0.833,0.481,0.7,1.2,0.545,0.4,1.3,1.8,0.9,0.7,0.4,0.7,1.1,3.4
Joel Embiid,C,29,PHI,13,13,34.1,10.7,21.3,0.502,1.1,3.4,0.318,9.6,17.9,0.536,0.527,9.5,10.7,0.885,3.2,8.0,11.2,6.2,0.9,1.5,3.5,2.7,31.9
Drew Eubanks,C,26,PHO,13,0,18.8,3.2,4.9,0.656,0.2,0.2,1.0,3.1,4.8,0.645,0.672,1.2,1.5,0.789,1.4,3.2,4.5,1.8,0.2,1.2,1.2,2.0,7.8
Dante Exum,PG,28,DAL,13,0,9.8,2.0,3.8,0.52,0.2,0.9,0.25,1.8,2.9,0.605,0.55,0.3,0.5,0.571,0.3,1.8,2.1,1.5,0.2,0.2,0.2,1.0,4.5
Dorian Finney-Smith,PF,30,BRK,13,12,30.2,4.2,8.9,0.466,2.8,6.3,0.451,1.3,2.6,0.5,0.625,0.1,0.2,0.333,1.8,3.3,5.2,1.4,0.3,0.6,1.1,2.5,11.2
Malachi Flynn,PG,25,TOR,13,0,16.9,2.1,4.8,0.435,1.0,2.7,0.371,1.1,2.1,0.519,0.54,0.5,0.8,0.7,0.5,1.3,1.8,2.5,0.8,0.1,1.1,1.5,5.7
Jordan Ford,PG,25,SAC,4,0,3.0,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.8
De'Aaron Fox,PG,26,SAC,8,8,35.1,10.5,21.8,0.483,3.4,9.0,0.375,7.1,12.8,0.559,0.56,5.3,7.1,0.737,1.0,3.3,4.3,5.4,1.8,0.4,1.9,2.6,29.6
Markelle Fultz,PG,25,ORL,5,5,28.6,5.4,11.2,0.482,0.0,0.6,0.0,5.4,10.6,0.509,0.482,0.6,0.8,0.75,1.6,1.8,3.4,4.0,1.2,0.4,1.2,1.2,11.4
Danilo Gallinari,PF,35,WAS,12,0,15.3,2.9,5.8,0.5,0.8,2.5,0.3,2.2,3.3,0.65,0.564,1.7,2.1,0.8,0.8,2.3,3.0,1.7,0.3,0.3,0.5,0.9,8.3
Darius Garland,PG,24,CLE,8,8,33.4,6.9,14.1,0.487,1.5,4.6,0.324,5.4,9.5,0.566,0.54,4.4,5.4,0.814,0.6,2.3,2.9,5.8,1.5,0.4,4.8,1.8,19.6
Luka Garza,C,25,MIN,3,0,3.7,1.3,3.0,0.444,0.0,0.3,0.0,1.3,2.7,0.5,0.444,1.3,2.0,0.667,1.0,0.7,1.7,0.0,0.0,0.0,0.0,1.0,4.0
Keyonte George,PG,20,UTA,13,5,24.3,2.8,7.8,0.366,1.3,4.4,0.298,1.5,3.4,0.455,0.45,1.5,1.8,0.792,0.5,2.2,2.7,5.4,0.5,0.2,2.1,1.2,8.5
Paul George,PF,33,LAC,12,12,34.4,8.3,17.3,0.478,3.3,8.3,0.4,4.9,8.9,0.551,0.575,5.0,5.3,0.938,0.5,5.2,5.7,3.8,2.3,0.2,2.9,2.6,24.8
Josh Giddey,SG,21,OKC,14,14,27.1,5.4,12.2,0.444,0.6,1.9,0.308,4.9,10.4,0.469,0.468,1.0,1.2,0.824,1.3,4.4,5.6,4.7,0.8,0.6,2.9,1.1,12.4
Harry Giles,C,25,BRK,2,0,6.0,2.5,3.0,0.833,0.5,1.0,0.5,2.0,2.0,1.0,0.917,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,6.0
Shai Gilgeous-Alexander,PG,25,OKC,13,13,33.9,11.2,20.8,0.535,1.4,3.8,0.36,9.8,17.0,0.575,0.568,5.9,6.4,0.928,0.7,5.5,6.2,5.8,2.5,0.8,2.4,2.2,29.6
Anthony Gill,PF,31,WAS,8,0,5.6,0.8,1.6,0.462,0.0,0.1,0.0,0.8,1.5,0.5,0.462,1.0,1.3,0.8,0.4,0.8,1.1,0.5,0.4,0.4,0.6,0.5,2.5
Collin Gillespie,PG,24,DEN,7,0,10.6,1.1,2.6,0.444,0.4,1.6,0.273,0.7,1.0,0.714,0.528,0.1,0.1,1.0,0.0,0.4,0.4,1.1,0.7,0.0,0.3,1.3,2.9
Jordan Goodwin,PG,25,PHO,13,0,17.3,2.0,6.2,0.325,1.2,3.3,0.349,0.8,2.8,0.297,0.419,0.8,1.0,0.769,0.8,2.8,3.6,2.2,1.0,0.4,0.8,1.2,5.9
Aaron Gordon,PF,28,DEN,14,14,33.3,5.8,10.9,0.529,0.5,2.1,0.241,5.3,8.9,0.597,0.552,1.7,3.1,0.545,2.3,4.7,7.0,4.1,1.1,1.0,1.9,1.9,13.8
Eric Gordon,SG,35,PHO,12,8,30.8,5.7,12.4,0.456,2.6,6.8,0.378,3.1,5.6,0.552,0.56,0.3,0.4,0.8,0.5,1.8,2.3,3.1,1.0,0.6,1.3,1.3,14.3
Devonte' Graham,PG,28,SAS,2,0,14.5,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.2,2.0,2.5,0.8,0.5,0.5,1.0,4.0,1.0,0.5,1.0,1.0,3.0
Jerami Grant,PF,29,POR,13,13,35.7,7.5,17.6,0.424,2.3,6.5,0.353,5.2,11.1,0.465,0.489,4.8,6.0,0.795,0.8,3.3,4.1,1.8,0.6,0.8,2.5,2.2,22.0
A.J. Green,SG,24,MIL,8,0,9.0,1.3,2.9,0.435,0.9,2.4,0.368,0.4,0.5,0.75,0.587,0.1,0.1,1.0,0.0,0.9,0.9,1.0,0.0,0.0,0.0,0.8,3.5
Draymond Green,PF,33,GSW,9,9,22.2,3.0,6.2,0.482,1.0,2.2,0.45,2.0,4.0,0.5,0.563,1.8,2.0,0.889,1.4,3.7,5.1,5.7,0.7,0.6,1.8,2.4,8.8
Jalen Green,SG,21,HOU,12,12,31.4,5.7,14.3,0.395,1.9,5.4,0.354,3.8,8.9,0.421,0.462,4.8,6.1,0.781,0.3,4.3,4.6,2.8,0.5,0.4,2.3,1.8,18.0
Jeff Green,PF,37,HOU,12,0,15.1,2.3,4.0,0.583,0.4,1.3,0.333,1.9,2.8,0.697,0.635,1.8,2.4,0.759,1.1,1.8,2.8,0.6,0.2,0.2,0.5,1.0,6.9
Josh Green,SG,23,DAL,14,3,25.9,2.4,5.9,0.41,1.3,3.7,0.346,1.1,2.2,0.516,0.518,0.6,1.1,0.5,0.6,2.1,2.8,2.4,1.0,0.1,0.9,1.7,6.7
AJ Griffin,SF,20,ATL,7,0,9.1,1.1,2.4,0.471,0.9,2.0,0.429,0.3,0.4,0.667,0.647,0.3,0.3,1.0,0.1,0.6,0.7,0.3,0.1,0.0,0.6,0.6,3.4
Quentin Grimes,SG,23,NYK,12,12,24.7,2.7,6.8,0.395,2.1,5.8,0.362,0.6,1.0,0.583,0.549,0.0,0.1,0.0,0.1,1.3,1.3,1.2,0.8,0.0,0.6,1.8,7.4
Rui Hachimura,PF,25,LAL,10,1,22.5,4.4,7.9,0.557,1.2,2.8,0.429,3.2,5.1,0.627,0.633,2.0,2.6,0.769,0.8,2.9,3.7,1.0,1.1,0.3,1.0,1.2,12.0
Tyrese Haliburton,PG,23,IND,11,11,32.9,8.2,16.1,0.508,3.2,7.4,0.432,5.0,8.7,0.573,0.607,4.0,4.3,0.936,0.5,3.5,4.0,11.6,1.0,0.7,2.3,1.2,23.5
Tim Hardaway Jr.,SF,31,DAL,14,0,27.6,6.1,13.9,0.441,3.6,9.0,0.405,2.5,4.9,0.507,0.572,2.3,2.5,0.914,0.3,3.4,3.6,1.7,0.2,0.0,0.9,0.9,18.2
James Harden,SG,34,LAC,7,7,31.9,5.1,10.6,0.486,2.0,5.6,0.359,3.1,5.0,0.629,0.581,3.7,3.9,0.963,0.6,4.3,4.9,5.4,1.1,0.3,2.0,1.1,16.0
Jaden Hardy,SG,21,DAL,11,0,11.5,2.5,6.1,0.403,0.9,2.8,0.323,1.5,3.3,0.472,0.478,1.4,1.9,0.714,0.2,1.3,1.5,1.2,0.4,0.0,0.6,1.0,7.2
Gary Harris,SG,29,ORL,8,2,20.0,3.3,5.8,0.565,2.0,3.9,0.516,1.3,1.9,0.667,0.739,0.8,1.1,0.667,0.8,1.4,2.1,1.4,0.8,0.5,0.5,0.8,9.3
Tobias Harris,PF,31,PHI,13,13,36.3,7.6,13.6,0.559,1.2,3.2,0.357,6.5,10.4,0.622,0.602,3.2,3.5,0.891,1.0,5.8,6.8,2.8,0.9,0.4,1.8,1.5,19.5
Josh Hart,SF,28,NYK,14,5,28.7,2.9,7.1,0.414,0.9,3.1,0.295,2.0,3.9,0.509,0.48,0.4,0.5,0.714,1.1,5.1,6.1,2.6,1.0,0.3,0.9,1.8,7.1
Isaiah Hartenstein,C,25,NYK,14,0,16.7,2.4,4.3,0.567,0.1,0.2,0.333,2.4,4.1,0.579,0.575,1.1,1.6,0.652,2.4,2.4,4.8,0.9,1.0,0.4,0.9,2.8,6.0
Sam Hauser,SF,26,BOS,14,2,22.3,3.2,6.9,0.464,2.8,6.4,0.438,0.4,0.6,0.75,0.665,0.3,0.3,1.0,0.5,2.6,3.1,0.7,0.6,0.4,0.4,1.6,9.5
Jordan Hawkins,SG,21,NOP,14,8,29.6,4.4,11.4,0.381,2.7,7.5,0.362,1.6,3.9,0.418,0.5,1.6,1.9,0.846,0.8,3.2,4.0,2.1,0.6,0.0,1.1,2.2,13.0
Killian Hayes,PG,22,DET,14,13,28.1,3.6,9.1,0.391,1.0,3.3,0.304,2.6,5.9,0.439,0.445,1.3,1.7,0.75,0.3,2.5,2.8,4.4,1.3,0.6,0.9,2.2,9.4
Gordon Hayward,SF,33,CHO,12,12,32.9,5.7,13.3,0.428,0.8,2.5,0.333,4.8,10.8,0.45,0.459,2.9,3.9,0.745,1.1,3.8,4.9,4.6,1.5,0.6,1.6,2.2,15.1
Scoot Henderson,PG,19,POR,5,5,28.4,3.6,10.4,0.346,0.4,4.2,0.095,3.2,6.2,0.516,0.365,1.2,1.4,0.857,0.6,1.6,2.2,4.6,0.6,0.2,4.0,4.0,8.8
Tyler Herro,SG,24,MIA,8,8,34.0,8.5,19.0,0.447,3.1,7.6,0.41,5.4,11.4,0.473,0.53,2.8,3.1,0.88,0.4,4.6,5.0,4.6,1.4,0.0,2.5,1.6,22.9
Buddy Hield,SF,31,IND,12,0,22.8,4.3,10.5,0.405,2.8,7.5,0.367,1.5,3.0,0.5,0.536,0.1,0.2,0.5,0.6,2.5,3.1,2.8,0.6,0.6,1.8,1.6,11.3
Haywood Highsmith,PF,27,MIA,10,9,25.3,2.6,6.0,0.433,1.1,3.6,0.306,1.5,2.4,0.625,0.525,0.9,1.1,0.818,0.7,2.0,2.7,1.4,1.4,0.8,1.0,2.0,7.2
D'Moi Hodge,SG,25,LAL,3,0,5.3,0.3,1.7,0.2,0.0,1.3,0.0,0.3,0.3,1.0,0.2,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.7,1.0
Aaron Holiday,PG,27,HOU,10,0,17.1,2.0,4.5,0.444,0.9,2.3,0.391,1.1,2.2,0.5,0.544,0.5,0.6,0.833,0.1,1.5,1.6,1.7,0.7,0.0,0.5,1.6,5.4
Jrue Holiday,PG,33,BOS,14,14,34.6,5.0,11.5,0.435,1.6,4.5,0.349,3.4,7.0,0.49,0.503,1.2,1.6,0.773,2.1,5.3,7.4,5.1,0.6,1.0,2.1,1.5,12.8
Chet Holmgren,C,21,OKC,14,14,29.6,5.9,10.5,0.565,1.6,3.6,0.46,4.3,6.9,0.619,0.643,3.5,3.9,0.907,1.5,6.3,7.8,2.6,0.9,2.1,2.1,2.9,17.0
Al Horford,C,37,BOS,12,3,24.0,2.4,5.5,0.439,1.2,3.4,0.341,1.3,2.1,0.6,0.545,0.2,0.2,1.0,1.8,4.0,5.8,2.2,0.4,0.8,0.9,1.6,6.2
Talen Horton-Tucker,PG,23,UTA,13,8,23.4,4.1,9.8,0.414,1.4,4.0,0.346,2.7,5.8,0.461,0.484,1.1,1.2,0.875,0.7,2.5,3.2,4.8,1.0,0.5,2.2,2.5,10.6
Danuel House Jr.,SF,30,PHI,8,0,12.4,1.3,2.6,0.476,0.4,1.4,0.273,0.9,1.3,0.7,0.548,0.6,0.8,0.833,0.5,1.0,1.5,0.8,0.3,0.1,0.9,1.0,3.5
Caleb Houstan,SF,21,ORL,7,0,6.4,0.9,1.7,0.5,0.7,1.6,0.455,0.1,0.1,1.0,0.708,0.1,0.1,1.0,0.0,0.7,0.7,0.4,0.0,0.0,0.3,0.4,2.6
Kevin Huerter,SG,25,SAC,12,12,27.6,4.9,11.1,0.444,2.6,7.0,0.369,2.3,4.1,0.571,0.56,0.8,1.0,0.833,0.6,3.7,4.3,2.9,1.1,0.3,0.9,2.3,13.3
De'Andre Hunter,SF,26,ATL,12,12,29.5,4.5,10.2,0.443,1.6,4.6,0.345,2.9,5.6,0.522,0.52,2.3,2.8,0.794,0.6,3.1,3.7,1.5,0.8,0.3,1.3,3.1,12.8
Bones Hyland,PG,23,LAC,9,2,21.3,4.0,9.2,0.434,1.8,4.9,0.364,2.2,4.3,0.513,0.53,1.0,1.1,0.9,0.2,1.3,1.6,2.7,0.7,0.0,1.9,2.3,10.8
Joe Ingles,SF,36,ORL,13,0,19.3,1.2,3.7,0.313,0.8,2.8,0.306,0.3,0.9,0.333,0.427,0.3,0.4,0.8,0.5,2.1,2.5,3.3,1.0,0.2,0.8,1.3,3.5
Brandon Ingram,SF,26,NOP,11,11,33.6,9.7,19.5,0.5,1.5,4.8,0.302,8.3,14.6,0.565,0.537,3.2,4.1,0.778,0.7,4.7,5.5,5.0,0.6,0.2,2.9,1.5,24.1
Kyrie Irving,SG,31,DAL,11,11,32.9,8.9,18.8,0.473,2.7,7.1,0.385,6.2,11.7,0.527,0.546,3.4,3.8,0.881,0.7,3.2,3.9,6.1,1.1,0.4,1.6,2.0,23.9
Jonathan Isaac,PF,26,ORL,11,0,13.8,2.0,5.2,0.386,0.7,2.6,0.276,1.3,2.5,0.5,0.456,1.5,1.9,0.81,1.0,3.2,4.2,0.4,1.0,1.4,0.6,1.5,6.3
Jaden Ivey,SG,21,DET,11,2,22.2,4.2,8.0,0.523,1.1,3.1,0.353,3.1,4.9,0.63,0.591,1.9,2.4,0.808,0.8,1.8,2.6,2.9,0.7,0.3,2.2,2.5,11.4
Jaren Jackson Jr.,C,24,MEM,13,13,30.7,6.6,15.4,0.43,1.6,5.2,0.313,5.0,10.2,0.489,0.483,4.9,5.8,0.842,1.8,4.3,6.2,2.0,0.5,1.6,1.8,3.3,19.8
Reggie Jackson,PG,33,DEN,14,7,25.1,4.6,9.6,0.485,1.4,3.8,0.358,3.3,5.8,0.568,0.556,0.8,1.3,0.611,0.1,1.7,1.9,3.6,0.9,0.4,1.4,1.7,11.4
LeBron James,PF,39,LAL,13,13,34.4,9.9,16.9,0.586,2.2,5.6,0.397,7.7,11.3,0.68,0.652,4.3,6.2,0.691,0.6,7.5,8.2,6.5,1.7,0.8,4.0,1.5,26.4
Jaime Jaquez Jr.,SF,22,MIA,14,3,24.6,4.0,7.9,0.509,1.1,3.0,0.357,2.9,4.9,0.603,0.577,0.6,0.7,0.8,1.1,2.2,3.4,2.3,1.1,0.2,1.2,2.3,9.6
DaQuan Jeffries,SG,26,NYK,6,0,3.0,0.5,1.3,0.375,0.2,0.7,0.25,0.3,0.7,0.5,0.438,0.0,0.3,0.0,0.0,0.5,0.5,0.2,0.0,0.0,0.2,0.2,1.2
Isaiah Joe,SG,24,OKC,14,0,19.6,3.3,7.0,0.469,2.8,5.6,0.5,0.5,1.4,0.35,0.668,0.9,1.2,0.765,0.1,2.1,2.2,1.1,0.9,0.1,0.6,1.2,10.3
Cameron Johnson,PF,27,BRK,6,6,28.3,4.8,12.0,0.403,2.2,6.5,0.333,2.7,5.5,0.485,0.493,1.8,2.2,0.846,1.5,3.5,5.0,1.8,1.0,0.2,1.7,2.0,13.7
Jalen Johnson,SF,22,ATL,12,9,30.6,6.1,10.0,0.608,1.3,2.8,0.441,4.8,7.2,0.674,0.671,1.6,2.2,0.731,1.5,6.4,7.9,2.2,0.9,1.0,2.0,2.3,15.0
Keldon Johnson,SF,24,SAS,13,13,32.6,6.5,14.0,0.462,2.1,5.8,0.36,4.4,8.2,0.533,0.536,1.8,2.6,0.676,0.8,5.6,6.4,4.3,0.8,0.3,1.2,2.5,16.8
Nikola Jokić,C,28,DEN,14,14,32.9,10.7,18.7,0.573,1.4,4.6,0.297,9.4,14.1,0.662,0.609,4.6,5.8,0.79,2.9,10.3,13.1,8.7,0.9,0.8,3.3,2.3,27.4
Colby Jones,SG,21,SAC,8,0,8.6,1.5,3.3,0.462,0.1,0.9,0.143,1.4,2.4,0.579,0.481,0.3,0.4,0.667,0.6,1.0,1.6,0.3,0.3,0.1,0.4,1.1,3.4
Derrick Jones Jr.,SF,26,DAL,14,14,22.0,3.2,6.6,0.484,1.4,3.8,0.358,1.9,2.9,0.65,0.586,0.9,1.3,0.722,0.9,2.8,3.7,1.1,0.5,0.6,1.1,1.2,8.7
Herbert Jones,SF,25,NOP,11,11,31.0,3.9,7.5,0.518,1.1,3.1,0.353,2.8,4.5,0.633,0.59,2.7,3.1,0.882,0.6,3.6,4.3,2.9,2.0,1.6,1.2,3.7,11.6
Tre Jones,PG,24,SAS,11,0,25.1,3.1,7.2,0.43,0.5,2.2,0.25,2.5,5.0,0.509,0.468,1.6,1.8,0.9,0.8,2.0,2.8,5.6,0.6,0.4,1.5,1.3,8.4
Tyus Jones,PG,27,WAS,13,13,26.7,4.5,9.1,0.492,1.2,3.2,0.366,3.3,5.9,0.558,0.555,0.3,0.5,0.667,0.3,2.3,2.6,4.7,0.8,0.2,0.8,1.0,10.4
Cory Joseph,PG,32,GSW,6,0,7.8,0.7,2.7,0.25,0.7,2.0,0.333,0.0,0.7,0.0,0.375,0.0,0.2,0.0,0.3,0.3,0.7,1.5,0.2,0.2,0.7,0.7,2.0
Nikola Jović,PF,20,MIA,2,1,14.0,2.0,4.0,0.5,1.5,2.5,0.6,0.5,1.5,0.333,0.688,1.0,1.0,1.0,0.0,7.5,7.5,2.0,0.5,0.0,1.0,1.0,6.5
Luke Kennard,SG,27,MEM,8,0,21.5,2.6,7.3,0.362,2.1,5.8,0.37,0.5,1.5,0.333,0.509,0.9,0.9,1.0,0.4,2.5,2.9,2.0,0.6,0.1,0.6,0.5,8.3
Walker Kessler,C,22,UTA,8,8,24.0,3.5,6.4,0.549,0.3,0.8,0.333,3.3,5.6,0.578,0.569,1.0,1.6,0.615,3.4,4.5,7.9,0.3,0.0,2.1,1.0,2.1,8.3
Corey Kispert,SF,24,WAS,12,0,22.6,3.5,7.5,0.467,1.8,4.8,0.362,1.8,2.7,0.656,0.583,1.6,2.0,0.792,0.7,1.8,2.4,1.6,0.4,0.0,1.0,1.6,10.3
Maxi Kleber,C,32,DAL,5,1,18.0,0.8,3.2,0.25,0.6,1.8,0.333,0.2,1.4,0.143,0.344,1.2,2.0,0.6,0.8,3.4,4.2,2.0,0.2,0.2,0.8,1.6,3.4
Kevin Knox,SF,24,DET,4,2,27.5,4.8,9.3,0.514,2.0,4.5,0.444,2.8,4.8,0.579,0.622,0.3,0.5,0.5,1.3,4.0,5.3,0.8,1.0,0.3,1.0,2.8,11.8
Furkan Korkmaz,SG,26,PHI,10,0,7.5,0.8,2.0,0.4,0.3,0.9,0.333,0.5,1.1,0.455,0.475,0.4,0.6,0.667,0.1,0.5,0.6,0.3,0.5,0.0,0.6,0.4,2.3
Jonathan Kuminga,PF,21,GSW,14,1,20.4,4.2,9.7,0.434,0.4,2.3,0.188,3.8,7.4,0.51,0.456,3.1,4.3,0.717,0.9,2.4,3.3,0.9,0.6,0.4,1.5,2.5,11.9
Kyle Kuzma,PF,28,WAS,13,13,30.4,9.2,19.4,0.476,2.4,6.7,0.356,6.8,12.7,0.539,0.538,2.5,3.2,0.786,1.1,4.6,5.7,3.9,0.3,0.5,2.2,1.8,23.4
Jock Landale,C,28,HOU,10,0,9.2,0.6,2.1,0.286,0.2,0.9,0.222,0.4,1.2,0.333,0.333,0.2,0.2,1.0,0.9,1.2,2.1,0.8,0.3,0.2,0.7,0.7,1.6
Jake LaRavia,PF,22,MEM,5,0,12.2,1.4,4.0,0.35,0.4,2.4,0.167,1.0,1.6,0.625,0.4,0.2,0.4,0.5,0.6,1.0,1.6,0.4,0.2,0.0,0.4,1.6,3.4
Zach LaVine,SG,28,CHI,15,15,35.5,7.1,16.5,0.431,2.5,7.5,0.339,4.6,9.1,0.507,0.508,4.5,5.2,0.872,0.3,4.7,5.1,3.3,0.9,0.3,2.1,2.1,21.3
Alex Len,C,30,SAC,6,0,6.8,1.0,1.3,0.75,0.0,0.2,0.0,1.0,1.2,0.857,0.75,0.5,1.2,0.429,1.2,1.5,2.7,0.8,0.2,0.8,0.3,0.3,2.5
Kawhi Leonard,SF,32,LAC,12,12,33.7,7.8,16.8,0.463,2.5,5.9,0.423,5.3,10.8,0.485,0.537,3.0,3.8,0.8,1.2,4.2,5.3,3.5,1.9,0.5,1.7,1.7,21.0
Caris LeVert,SG,29,CLE,11,1,33.1,6.5,15.4,0.42,1.9,6.1,0.313,4.5,9.3,0.49,0.482,3.2,4.4,0.729,0.5,3.8,4.4,3.8,1.3,0.5,1.3,1.8,18.0
Kira Lewis Jr.,PG,22,NOP,11,0,11.0,1.3,3.9,0.326,0.2,1.4,0.133,1.1,2.5,0.429,0.349,0.7,0.8,0.889,0.3,0.6,0.9,1.6,0.5,0.1,0.5,0.7,3.5
E.J. Liddell,PF,23,NOP,3,0,3.0,0.3,1.3,0.25,0.0,1.0,0.0,0.3,0.3,1.0,0.25,0.7,0.7,1.0,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.3,1.3
Damian Lillard,PG,33,MIL,12,12,33.3,6.4,16.3,0.395,2.8,8.7,0.327,3.6,7.6,0.473,0.482,8.9,9.7,0.922,0.6,3.7,4.3,6.3,1.0,0.1,2.6,1.3,24.6
Nassir Little,PF,23,PHO,8,0,11.6,1.6,3.1,0.52,0.8,2.1,0.353,0.9,1.0,0.875,0.64,0.5,0.8,0.667,0.4,1.0,1.4,0.5,0.6,0.5,0.3,1.6,4.5
Dereck Lively II,C,19,DAL,13,12,24.5,3.8,5.3,0.71,0.0,0.2,0.0,3.8,5.2,0.731,0.71,1.1,1.7,0.636,2.9,4.5,7.5,1.2,0.6,1.2,1.1,3.5,8.6
Isaiah Livers,PF,25,DET,1,0,23.0,1.0,7.0,0.143,0.0,3.0,0.0,1.0,4.0,0.25,0.143,4.0,4.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,6.0
Kenneth Lofton Jr.,PF,21,MEM,9,0,9.3,1.1,2.9,0.385,0.2,0.8,0.286,0.9,2.1,0.421,0.423,0.6,1.3,0.417,0.2,1.1,1.3,1.1,0.2,0.2,0.7,1.6,3.0
Brook Lopez,C,35,MIL,14,14,28.2,4.0,8.9,0.452,1.6,4.7,0.333,2.4,4.1,0.586,0.54,1.1,1.4,0.789,1.4,3.6,4.9,1.0,0.7,3.0,0.9,2.0,10.6
Kevin Love,PF,35,MIA,9,3,16.8,2.3,6.2,0.375,1.6,4.9,0.318,0.8,1.3,0.583,0.5,1.6,2.0,0.778,0.7,5.6,6.2,1.9,0.1,0.0,0.6,1.8,7.8
Kyle Lowry,PG,37,MIA,13,13,29.0,2.3,5.8,0.4,1.8,4.2,0.426,0.5,1.6,0.333,0.553,0.6,0.6,1.0,0.8,3.2,4.1,4.8,1.4,0.2,1.5,2.6,7.0
Théo Maledon,PG,22,CHO,11,1,17.5,1.7,5.8,0.297,0.5,2.6,0.172,1.3,3.2,0.4,0.336,1.0,1.1,0.917,0.4,1.7,2.1,2.1,0.6,0.0,1.4,1.5,4.9
Sandro Mamukelashvili,C,24,SAS,5,0,8.4,1.0,2.4,0.417,0.2,1.0,0.2,0.8,1.4,0.571,0.458,1.0,1.2,0.833,1.0,1.4,2.4,1.0,0.2,0.2,0.6,1.2,3.2
Terance Mann,SG,27,LAC,6,2,24.8,1.3,4.5,0.296,0.3,2.3,0.143,1.0,2.2,0.462,0.333,0.2,0.3,0.5,1.5,3.7,5.2,2.8,0.8,0.2,0.8,2.2,3.2
Tre Mann,PG,22,OKC,5,0,8.8,2.0,3.6,0.556,0.6,1.6,0.375,1.4,2.0,0.7,0.639,0.2,0.2,1.0,0.6,1.6,2.2,1.2,0.2,0.0,1.0,0.2,4.8
